id,tokenized_comment_text
006d11791d76b9f3,"['reply', 'above', ':', 'that', 'was', 'me', ',', 'loser', '.', 'the', 'un', 'defines', 'vietnam', 'to', 'be', 'part', 'of', 'southeast', 'asia', '.', 'and', 'far', 'as', 'i', 'know', 'vietnam', 'is', 'part', 'of', 'asean', ',', 'and', 'used', 'to', 'be', 'part', 'of', 'french', 'indochina', 'with', 'laos', 'and', 'all', 'those', 'shit', 'countries', 'anyway', 'your', 'culture', 'has', 'always', 'been', 'more', 'influenced', 'by', 'sea', 'than', 'han', 'chinese', '(', 'as', 'in', 'proper', 'yangtze', 'han', 'chinese', ',', 'not', 'the', 'fringe', 'indigenous', 'tribes', 'in', 'guangzhou/guangxi', ')', '.', 'just', 'admit', 'that', 'you', 'vietnamese', 'are', 'all', 'a', 'bunch', 'of', 'wannabe', 'crap', 'people', '.', 'all', 'the', 'east', 'asian', 'people', 'i', ""'ve"", 'spoken', 'to', 'thinks', 'of', 'vietnam', 'as', 'a', 'very', 'integral', 'part', 'of', 'sea', ',', 'and', 'we', 'all', 'think', 'you', ""'re"", 'backward', ',', 'dirty', 'and', 'speak', 'in', 'a', 'horrible', 'swearing', 'language', '.', 'does', ""n't"", 'matter', 'what', 'crap', 'you', 'spout', 'on', 'wikipedia', ',', 'wo', ""n't"", 'change', 'the', 'way', 'people', 'in', 'the', 'real', 'world', 'think', '.']"
006e87872c8b370c,"['you', 'are', 'a', 'stupid', 'fuck', 'and', 'your', 'mother', ""'s"", 'cunt', 'stinks']"
0086998b34865f93,"['fuck', 'you', ',', 'block', 'me', ',', 'you', 'faggot', 'pussy', '!']"
008e0818dde894fb,"['kill', 'all', 'niggers', '.', 'i', 'have', 'hard', ',', 'that', 'others', 'have', 'said', 'this', '..', 'should', 'this', 'be', 'included', '?', 'that', 'racists', 'sometimes', 'say', 'these', '.']"
009371b0ef213487,"['burn', 'deck', 'if', 'that', ""'d"", 'guy', ""'s"", 'burn', 'deck', 'is', 'like', 'what', 'i', 'think', 'it', 'is', 'than', 'he', 'is', 'in', 'for', 'a', 'blrude', 'awakening', '!', '!', '!', 'leviathan', 'motherfucker', '!', '!', '!']"
0097dd5c29bf7a15,"['u', 'r', 'a', 'tw', '@', 'fuck', 'off', 'u', 'gay', 'boy.u', 'r', 'smelly.fuck', 'ur', 'mum', 'poopie']"
00be7dcac98dc95d,"['this', 'user', 'is', 'such', 'a', 'worthless', 'goddamn', 'faggot', 'fuck', 'you', 'faggot']"
00c59720428c985a,"['``', 'fuck', 'you', 'fuck', 'you', 'award', 'go', 'fuck', 'yourself', '``']"
00cce3996a16c116,"['keep', 'your', 'eye', 'on', 'it', ',', 'no', 'one', 'cares', ',', 'ok', '?', 'people', 'can', 'put', 'what', 'they', 'want', 'on', 'here', ',', 'and', 'clean', 'it', 'up', 'all', 'you', 'want', 'but', 'no', 'one', 'cares', '.', 'god', ',', 'you', ""'re"", 'so', 'freakin', ""'"", 'stupid', '!', 'omnigan']"
00dc0760994133ff,"['fuck', 'you', '-user', ':', 'the', 'bohemian', 'shinobis', 'yeah', ',', 'that', ""'s"", 'right', ',', 'bitch', '!', 'you', 'are', 'all', 'pieces', 'of', 'shit', '!']"
00f59a92085d27ab,"['dear', 'mokele', ',', 'you', 'have', 'no', 'right', 'to', 'tell', 'people', 'to', 'die', 'in', 'a', 'fire', '.', 'just', 'because', 'that', 'ip', 'address', 'is', 'being', 'used', 'for', 'vandilism', 'does', 'not', 'mean', 'you', 'can', 'talk', 'to', 'people', 'like', 'that', '.', 'you', 'are', 'in', 'fact', 'a', 'bigger', 'loser', 'than', 'the', 'person', 'who', 'you', 'block', '.']"
0109d5a4788850f7,"['thank', 'you', 'for', 'your', 'racist', 'experimenting', 'with', 'the', 'page', 'katherine', 'heigl', 'on', 'wikipedia', '.', 'your', 'test', 'worked', ',', 'and', 'it', 'has', 'been', 'reverted', 'or', 'removed', '.', 'please', 'use', 'the', 'sandbox', 'for', 'any', 'other', 'tests', 'you', 'may', 'want', 'to', 'do', '.', 'take', 'a', 'look', 'at', 'the', 'welcome', 'page', 'to', 'learn', 'more', 'about', 'contributing', 'to', 'our', 'encyclopedia', '.', 'now', 'go', 'fuck', 'yourself', 'you', 'racist', 'canuck', 'asshole1', 'u', 'have', 'nothing', 'better', 'to', 'do', 'than', 'censor', 'the', 'truth', 'u', 'goddamn', 'kkkkanuck', 'piece', 'o', 'trash///', 'dickhead', 'moron', 'motherfucker111lol', 'you', 'canucks', 'r', 'real', 'retards1', 'fuk', 'off', 'dickweed', '!', 'edit', 'another', '1', 'of', 'my', 'eidts', 'and', 'you', ""'ll"", 'be', 'expel', 'from', 'wiki', 'by', 'jimbo', 'you', 'sob', 'dickhead11', 'so', 'watch', 'it', 'mofo', 'piece', 'of', 'garbage', 'racist', 'mofo', 'asshole', '.', 'im', 'tryinbg', 'to', 'be', 'nice', 'here', 'so', 'take', 'what', 'i', 'say', 'as', 'a', 'compliment', '!', 'yamla']"
01166f26ee280e56,"['gay', 'the', 'existence', 'of', 'cdvf', 'is', 'further', 'proof', 'that', 'is', 'a', 'sad', 'twat', '.', 'he', 'is', 'also', 'very', 'ugly', ',', 'and', 'has', 'a', 'willy', 'for', 'a', 'face', '.']"
011d0c0a6c8e5765,"['i', 'never', 'fucking', 'made', 'this', 'mother', 'fucking', 'article', 'i', 'just', 'fucking', 'edited', 'it', 'and', 'that', 'was', 'a', 'fucking', 'long', 'time', 'ago', 'fucking', 'assholes', '!', 'pissing', 'me', 'off', '@']"
01208d2b76624130,"['hi', 'im', 'a', 'fucking', 'bitch', '.', '50.180.208.181']"
013ad5246f4b953b,"['f', '*', '*', 'k', 'all', 'rides', 'at', 'worlds', 'of', 'fun', 'i', 'hate', 'all', 'rides', 'at', 'worlds', 'of', 'fun', 'because', 'they', 'are', 'sh_tty', 'and', 'boring', '.', 'all', 'ride', 'operators', 'at', 'wof', 'should', 'be', 'fired', 'sued', 'and', 'hanged', '.', 'burn', 'all', 'wof', 'coasters', '.', 'arrest', 'all', 'wof', 'park', 'operators', '!', 'assassinate', 'all', 'wof', 'customers', '!', 'i', 'heard', 'that', 'a', 'boy', 'died', 'on', 'timberwolf', 'on', 'august', ',', '2014.', 'that', ""'s"", 'stupid', '!', 'worlds', 'of', 'fun', 'should', 'have', 'nown', 'better', 'to', 'built', 'that', 'sh_t', 'ride', '.', 'worlds', 'of', 'fun', 'cares', 'about', 'money', 'and', 'prophet', 'moar', 'than', 'they', ""'re"", 'customers', '.', 'burn', 'that', 'sh_t', 'park', 'down', '!', 'f', '*', '*', 'k', 'you', 'rides', '!', 'worlds', 'of', 'fun', 'is', 'dangerouser', 'than', 'grround', 'zero', 'and', 'area', '51.', 'worlds', 'of', 'fun', 'should', 'burn', 'in', 'hell', '!']"
014c96f873db11ff,"['``', '``', ""''"", 'nazi', 'filth', ""''"", ""''"", 'is', 'impolite', '04:27', ',', '20', 'jan', '2004', '(', 'utc', ')', ""''""]"
015d1b0bb4cc744d,"['dictionaries', 'how', 'dare', 'you', 'call', 'my', 'contribution', 'spam', '!', '!', '!', 'i', 'am', 'a', 'kurd', 'and', 'i', 'made', 'a', 'lsit', 'of', 'kurdish', 'dictionaries', '.', 'you', 'bloody', 'turkish', 'nationalist', 'and', 'atoricity', 'commiting', 'bone', 'breaking', 'nazi', '.', 'watch', 'out', 'folk', 'this', 'slimy', 'turk', 'is', 'trying', 'to', 'censor', 'the', 'internet', 'this', 'is', 'not', 'undemocratic', 'turkey', 'here', ',', 'no', 'prison', 'cells', 'in', 'wikipedia', 'you', 'stupid', 'turk', '!', 'and', 'you', 'buggers', 'want', 'membership', 'to', 'the', 'eec']"
018663f910e0bfe6,"['what', 'a', 'motherfucking', 'piece', 'of', 'crap', 'those', 'fuckheads', 'for', 'blocking', 'us', '!']"
018942e044417b74,"['you', 'sir', 'are', 'an', 'imbecile', ',', 'and', 'a', 'pervert', '.']"
019ab9a91e7fcdbe,"['are', 'you', 'fucker', 'mother', 'fucker', 'have', 'nothing', 'to', 'do', 'but', 'block', 'university', 'computers', '.', 'go', 'and', 'suck', 'cocks']"
019c4ce48e6bfbab,"['hello', 'you', 'disgrace', 'to', 'humanity', '.', 'stop', 'wasting', 'valuable', 'internet', 'resources', '(', 'your', 'killing', 'the', 'fucking', 'planet', ')', 'and', 'throw', 'out', 'your', 'pc', '.', 'ps', 'it', ""'s"", 'like', '3am', 'what', 'the', 'fark', 'kinda', 'life', 'do', 'you', 'have', 'on', 'wikipedia', '24/7', '.', 'a', 'very', 'sad', 'and', 'lonely', 'one', 'lol', '.', 'life', ""'s"", 'too', 'short', 'find', 'something', 'better', 'to', 'do']"
01a004866d1dd4e0,"['your', 'retarded', 'bot', 'your', 'bot', 'is', 'entirely', 'automated', ',', 'that', 'is', 'wrong', '.', 'you', 'should', 'not', 'leave', 'an', 'unattented', 'script', 'just', 'running', 'through', 'the', 'site', 'like', 'that', ',', 'it', 'is', 'idiotic', 'of', 'you', 'to', 'suppose', 'that', 'your', 'scripting', 'abilities', 'are', 'so', 'perfect', 'that', 'they', 'will', 'only', 'ever', 'make', 'proper', 'edits', '.', 'banning', 'me', 'does', ""n't"", 'help', 'anything', ',', 'dipshit', ',', 'since', 'i', 'have', 'as', 'many', 'ips', 'as', 'i', 'want', '.']"
01b1926bc5c1cc78,"['it', 'wasnt', 'vandalism', ',', 'dickhead']"
01b9aa85cc61c03f,"['``', 'you', 'suck', 'if', 'you', 'do', ""n't"", 'undelete', 'the', 'page', '``', ""''"", 'barry', 'dejay', ""''"", ""''"", 'i', 'will', '%', '$', '#', '@', 'you', '!', ""''""]"
01bb5130bb7d6cba,"['curse', 'wikipedia', 'has', 'no', 'respect', 'for', 'god', '.', 'wikipedia', 'is', 'full', 'of', 'lies', 'or', 'dangerously', 'evil', 'half', 'truths', '.', 'wikipedia', 'has', 'no', 'respect', 'for', 'religion', '.', 'the', 'following', 'users', 'of', 'wikipedia', ',', 'namely', ':', 'redtigerxyz', ',', 'priyanath', ',', 'emperor', 'genius', ',', 'raj2004', ',', 'wikidas', ',', 'wikiveer', 'and', 'dagizza', 'have', 'all', 'committed', 'blasphemy', 'and', 'sacrilage', '.', 'curse', 'upon', 'you', 'that', 'you', 'will', 'all', 'perish', '.', 'i', 'curse', 'the', 'following', 'users', 'of', 'wikipedia', ',', 'namely', ':', 'redtigerxyz', ',', 'priyanath', ',', 'emperor', 'genius', ',', 'raj2004', ',', 'wikidas', ',', 'wikiveer', 'and', 'dagizza', 'that', 'you', 'will', 'all', 'perish', '.', 'i', 'curse', 'that', 'the', 'wikipedia', 'will', 'entirely', 'perish', '.', 'i', 'beg', 'forgiveness', 'from', 'the', 'supreme', 'god', ',', 'lord', 'vishnu', 'for', 'choosing', 'the', 'blasphemous', 'wikipedia', 'website', 'to', 'write', 'about', 'the', 'truth', '.', 'a', 'true', 'devote', 'of', 'the', 'supreme', 'lord', 'vishnu', 'has', 'been', 'hurt', 'and', 'my', 'curse', 'never', 'goes', 'in', 'vain', '.', 'i', 'will', 'never', 'again', 'edit', 'or', 'read', 'or', 'go', 'to', 'the', 'evil', 'wikipedia', 'website', ',', 'forever', '.', 'delete', 'my', 'user-id', 'and', 'all', 'edits', 'you', 'evil', 'wikipedians', '.', 'mr.', 'dagizza', ',', 'you', 'are', 'a', 'male', 'chauvinist', 'pig', 'and', 'a', 'misogynist', 'to', 'the', 'core', 'and', 'you', 'call', 'yourself', 'an', 'administrator', '!', '!', '!', 'ridiculous', '!', '!', '!', 'mr.', 'dagizza', ',', 'you', 'are', 'a', 'curse', 'to', 'your', 'existance', '.', 'a', 'man', 'like', 'you', ',', 'who', 'can', 'not', 'respect', 'women', 'is', 'a', 'worthless', 'in', 'his', 'existance', '.', 'you', 'wikipedians', 'are', 'useless', 'people', '.', 'you', 'are', 'a', 'burden', 'to', 'the', 'civilized', 'world', '.', 'you', 'are', 'not', 'even', 'worth', 'hatred', '.', 'you', 'wikipedians', 'must', 'be', 'ignored', '.', 'curse']"
01ccf4d20d31dfbe,"['hebrew', 'name', 'of', 'lydia', 'appologies', 'to', 'til', 'eulenspiegel', 'i', 'thought', 'you', 'were', 'one', 'of', 'the', 'idiots', 'which', 'your', 'user', 'page', 'indicates', 'you', 'actually', 'do', 'well', 'struggling', 'against', '.', 'genesis', '10', ':', 'יג', 'וּמִצְרַיִם', 'יָלַד', 'אֶת-לוּדִים', 'וְאֶת-עֲנָמִים', ',', 'וְאֶת-לְהָבִיםוְאֶת-נַפְתֻּחִים.tab13', 'and', 'mizraim', 'begot', 'ludim', ',', 'and', 'anamim', ',', 'and', 'lehabim', ',', 'and', 'naphtuhim', ',', 'you', 'see', 'ludim', 'are', 'from', 'mitzraim', 'not', 'to', 'be', 'confused', 'with', 'lud', 'son', 'of', 'shem', '(', 'in', 'the', 'far', 'east', ')', '.', 'best', 'wishes', 'and', 'keep', 'up', 'the', 'good', 'work.81.103.121.144']"
01ce75675a501e50,"['``', '\\', 'you', 'wasted', 'your', 'own', 'time', '!', 'take', 'this', 'advice', 'with', 'you', ':', 'pull', 'your', 'head', 'out', 'of', 'your', 'ass', '!', 'be', 'real', 'and', 'do', ""n't"", 'spend', 'the', 'rest', 'of', 'your', 'life', 'sucking', 'ass', '.', 'have', 'a', 'nice', 'life', '!', 'goodbye', '!', '(', 'mailbox', ')', '``']"
01f467f73fb47c3e,"['you', 'really', 'are', 'a', 'rebel', 'guy', ',', 'rebelguys', '!', 'time', 'to', 'get', 'oral', 'from', 'a', 'prostitute', ""''"", ""'"", '!']"
0207005a6576eafc,"['here', ""'s"", 'an', 'idea', 'go', 'fuck', 'yourself', ',', 'cumshitter', '.']"
0209cdf3131130ed,"['``', 'will', 'my', 'motherfucking', 'safety', 'be', 'guaranteed', '?', '?', '?', '?', 'i', 'fucking', 'hope', 'so', '!', '!', '!', 'i', ""'m"", 'bringing', 'my', 'own', 'fuckin', ""'"", 'weapons', '!', '!', 'pay', 'me', 'when', 'i', 'get', 'back', 'motherfuckers', '!', '!', '!', 'oh', 'yeah', 'i', ""'ve"", 'got', 'a', 'joke', '...', 'a', 'family', '(', 'husband', ',', 'wife', ',', 'son', ',', 'daughter', ',', 'dog', ')', 'walks', 'into', 'an', 'agent', ""'s"", 'office', 'and', 'tells', 'him', 'that', 'they', ""'ve"", 'got', 'a', 'great', 'vaudeville', 'routine', '...', 'he', 'says', '``', ""''"", 'we', 'do', ""n't"", 'hire', 'kiddy', 'acts', ""''"", ""''"", 'and', 'they', 'say', '``', ""''"", 'but', 'we', ""'re"", 'really', 'good', '!', ""''"", ""''"", 'and', 'so', 'the', 'agent', 'says', '``', ""''"", 'fine', ',', 'let', 'me', 'see', 'what', 'you', ""'ve"", 'got', ',', 'but', 'if', 'you', 'suck', 'i', ""'m"", 'throwing', 'you', 'out', ""''"", ""''"", '...', 'so', 'the', 'family', 'gets', 'ready', '...', 'the', 'daughter', 'hits', 'the', 'cd', 'player', 'and', 'circus', 'music', 'begins', 'playing', ',', 'the', 'father', 'jump', 'kicks', 'the', 'son', 'in', 'the', 'head', 'and', 'stoms', 'his', 'face', 'in', 'the', 'ground', 'until', 'it', ""'s"", 'a', 'bloody', 'pulp', ',', 'then', 'proceeds', 'to', 'jerk', 'off', 'and', 'cum', 'all', 'over', 'his', 'shattered', 'skull', '.', 'meanwhile', 'the', 'mother', 'begins', 'violently', 'finger', 'fucking', 'the', 'daughter', 'as', 'the', 'dog', 'fucks', 'the', 'mother', 'in', 'the', 'ass', 'hole', '.', 'this', 'is', 'the', 'point', 'when', 'the', 'father', 'takes', 'the', 'leftover', 'brain', 'matter', 'from', 'the', 'son', ""'s"", 'head', 'and', 'shoves', 'it', 'into', 'the', 'mother', ""'s"", 'pussy', ',', 'then', 'begins', 'fucking', 'her', 'pussy', 'while', 'simultaneously', 'sticking', 'his', 'finger', 'down', 'the', 'daughter', ""'s"", 'throat', 'until', 'she', 'vomits', 'all', 'over', 'them', 'both', '.', 'then', 'the', 'dog', 'bites', 'the', 'mother', ""'s"", 'hand', 'off', 'as', 'she', ""'s"", 'finger', 'fucking', 'the', 'daughter', ',', 'leaving', 'her', 'hand', 'in', 'the', 'daughter', ""'s"", 'pussy', 'as', 'blood', 'squirts', 'all', 'over', 'the', 'place', '...', 'the', 'father', 'takes', 'blood', 'from', 'the', 'ground', ',', 'smears', 'it', 'all', 'over', 'the', 'mother', ""'s"", 'chest', ',', 'bends', 'over', ',', 'and', 'begins', 'shitting', 'all', 'over', 'the', 'open', 'wound', 'where', 'her', 'hand', 'used', 'to', 'be', 'before', 'the', 'dog', 'bit', 'it', 'off', '.', 'they', 'take', 'the', 'dog', 'and', 'shove', 'it', 'in', 'a', 'microwave', ',', 'heating', 'it', 'up', 'until', 'it', 'explodes', ',', 'then', 'take', 'the', 'dog', 'remains', ',', 'mix', 'it', 'with', 'the', 'father', ""'s"", 'shit', ',', 'the', 'son', ""'s"", 'head', 'wound', ',', 'and', 'the', 'father', ""'s"", 'cum', ',', 'and', 'shove', 'it', 'into', 'the', 'daughter', ""'s"", 'mouth', '.', 'then', 'the', 'father', 'rips', 'the', 'son', ""'s"", 'dick', 'off', 'and', 'fucks', 'the', 'daughter', 'with', 'it', ',', 'as', 'the', 'mother', 'locate', ""'s"", 'the', 'son', ""'s"", 'testicles', ',', 'breaks', 'them', 'open', ',', 'and', 'drinks', 'the', 'sperm', 'that', 'comes', 'out', '.', 'then', 'the', 'family', 'lines', 'up', 'and', 'says', '``', ""''"", 'ta', 'da', '!', '``', '``', '...', 'there', ""'s"", 'silence', 'from', 'the', 'agent', ',', 'until', 'he', 'finally', 'says', '``', ""''"", 'i', 'love', 'it', '!', 'what', 'do', 'you', 'call', 'that', '?', '``', '``', '...', 'and', 'the', 'family', 'says', '``', ""''"", 'we', 'call', 'it', '...', 'the', 'aristocrats', '!', ""''"", ""''"", ""''""]"
02230885017a50c5,"['fuck', 'you', ',', 'smith', '.', 'please', 'have', 'me', 'notified', 'when', 'you', 'die', '.', 'i', 'want', 'to', 'dance', 'on', 'your', 'grave', '.']"
022509df20736807,"['i', 'shit', 'on', 'your', 'face', 'fuck', 'you']"
02266b7fc5746618,"['you', 'are', 'so', 'retarded', '.']"
022af9360c61f05f,"['groin', 'you', 'sad', 'fuck', '.', 'i', ""'m"", 'going', 'to', 'restore', 'my', 'edit', ',', 'and', 'you', 'are', 'going', 'to', 'leave', 'it', ',', 'or', 'else', 'i', 'wil', 'knee', 'you', 'in', 'the', 'groin', 'yourself', ',', 'prick', '.', '91.108.208.101']"
023d01990e18a4da,"['he', 'likes', 'itin', 'the', 'ass', 'by', 'muhamad', 'ali', 'and', 'kelly', 'has', 'a', 'giant', 'penis', 'and', 'also', 'fucked', 'columbus']"
0265bcade39daa25,"['fuck', 'off', 'you', 'murdering', 'scum', '!', '!', '!']"
026bd33490542b2e,"['you', 'gay', 'motherfucker', 'i', 'know', 'where', 'you', 'live', ',', 'i', 'am', 'going', 'to', 'sand', 'your', 'face', 'off', ',', 'then', 'i', 'am', 'to', 'going', 'to', 'beat', 'you', 'to', 'a', 'pulp', ',', 'you', 'chicken', 'shagger', '.']"
026c765adda9c0ce,"['.', 'ok', 'dennis', 'brown', 'thanks', 'for', 'telling', 'me', 'i', 'was', 'taking', 'this', 'a', 'bit', 'way', 'too', 'serious', 'ill', 'be', 'careful', 'for', 'this', 'time', 'stupid', 'bots', '.']"
028b33a01b981487,"['wikipedia', 'is', 'full', 'of', 'fools', '.', 'who', 'takes', 'money', 'and', 'makes', 'people', 'work', 'for', 'free', '?', 'wikipedia', '!', '!', '!', 'you', 'might', 'as', 'well', 'ban', 'me', ',', 'you', 'fool', '.', 'what', ""'s"", 'taking', 'so', 'long', '?', 'wiki', 'is', 'a', 'stupid', 'place', ',', 'it', ""'s"", 'jimbo', ""'s"", 'cult', '.']"
028f5b635f7fa2dc,"['why', 'are', 'you', 'changing', 'the', 'somali', 'people', 'wiki', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '/', 'seriously', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'that', 'page', 'is', 'biased', 'to', 'one', 'clan', ',', 'i', 'added', 'a', 'more', 'diverse', 'representation', 'of', 'somali', 'people', '!', 'you', 'stupid', 'criminal', '.']"
029dceed3519e371,"['you', 'studid', 'cock', 'sucker', 'u', 'stop', 'callin', 'me', 'ok', 'its', 'a', 'frank', 'garrett', 'eatin', 'the', 'worms', 'crawl', 'outa', 'your', 'moms', 'pussy', 'you', 'fucking', 'retardo', 'hit', 'i', 'retardo']"
02a98267cd4a2a73,"['.', 'fu', 'ck', 'ing', 'trollreasons']"
02afd99087d6cdc4,"['leave', 'me', 'alone', '!', 'i', 'told', 'you', 'already', 'to', 'leave', 'me', 'alone.why', 'ca', ""n't"", 'you', 'fuck', 'off', 'and', 'do', 'your', 'own', 'fucking', 'thing', '.', 'or', 'do', 'you', 'find', 'that', 'hounding', 'me', 'is', 'amusing', '.', 'id', 'u', 'do', 'then', 'you', 'are', 'a', 'mothafuckin', 'asshole', 'and', 'i', 'will', 'ban', 'you', '.']"
02c027c097aeda49,"['you', 'are', 'wrong', 'about', 'everything', 'but', 'for', 'too', 'stupid', 'to', 'notice', '.', 'you', 'are', 'a', 'lost', 'cause', '.', 'your', 'existence', 'is', 'a', 'blemish.137.205.183.70']"
02c6e41e4b317ac3,"['would', ""n't"", 'be', 'the', 'first', 'time', 'bitch', '.', 'fuck', 'you', 'i', ""'ll"", 'find', 'out', 'where', 'you', 'live', ',', 'sodomize', 'your', 'wife', 'and', 'then', 'burn', 'your', 'house', 'down', '.', 'fuck', 'you', 'you', 'fucking', 'queer', '.']"
02d9d26320773709,"['fuck', 'you', 'jzg', 'i', 'will', 'have', 'you', 'removed', 'as', 'editor', 'you', 'stupid', 'moron']"
02e6fc74d370b880,"['``', 'how', 'about', 'this', '``', ""''"", 'go', 'fuck', 'yourself', '.', ""''"", ""''"", ""''""]"
03088aacc4600323,"['fuck', 'you', 'faggot', ',', 'i', 'do', ""n't"", 'care', 'if', 'i', 'get', 'blocked', ',', 'as', 'long', 'as', 'everyone', 'knows', 'you', 'are', 'a', 'dumb', 'cunt', '.']"
030ed098f411f8c7,"['cavorting', 'with', 'heretics', 'fuck', 'heretics', '!', '!', '!']"
031be7991d883341,"['hey', ',', 'you', 'freaking', 'hermaphrodite', '.', 'please', 'unprotect', 'your', 'user', 'page', ';', 'i', 'would', 'like', 'to', 'move', 'it', 'to', 'a', 'more', 'suitable', 'title', 'or', 'three', '.']"
0355b79cb7deea97,"['is', 'a', 'common', 'prostitute', ',', 'a', 'sock-puppet', '.', 'i', ""'ve"", 'done', 'lots', 'of', 'edits', ',', 'perhaps', '3000', ',', 'but', 'the', 'eb1911', 'project', 'is', 'now', 'gone', 'so', 'it', ""'s"", 'only', 'about', '2000', 'edits', '.', 'i', 'can', 'become', 'foul-mouthed', '.', 'is', 'your', 'basic', 'sock-puppet', 'mouth-pervert', 'pervert', '.', ""c'est"", 'moi', ',', 'fourthave', '.']"
03687823a14a8454,"['fuck', 'you', 'people', '.', 'the', 'information', 'of', 'that', 'can', 'be', 'found', 'here', '[', ']']"
037f8fbe6e9cbe03,"['ghe', 'you', ""'re"", 'a', 'fag', '.', 'learn', 'it', ',', 'know', 'it', '!']"
038947bbf889cb2a,"['fuck', 'you', 'both', ',', 'i', ""'m"", 'not', 'interested', 'in', 'what', 'either', 'of', 'you', 'think', '.', ',']"
039281cfaf5a7462,"['``', 'lol', 'dumb', 'arabs', 'and', 'their', '``', ""''"", 'you', 'cant', 'show', 'my', 'god', ',', 'heres', 'a', 'bomb', 'because', 'i', 'have', 'sand', 'in', 'my', 'vagina', '!', ""''"", ""''"", 'fucking', 'towelheads', ""''""]"
039296aa294ee10b,"['shut', 'up', ',', 'you', 'fat', 'poop', ',', 'or', 'i', 'will', 'kick', 'your', 'ass', '!', '!', '!']"
